City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
312,belmonte,-15.8631,-38.8828,28.30000000000001,60,5,3.57,BR,2024-02-01
313,sao joao da barra,-21.6403,-41.0511,33.19999999999999,78,100,4.5,BR,2024-02-01
314,betio village,1.358,172.9211,28.170000000000016,76,100,5.66,KI,2024-02-01
315,port macquarie,-31.4333,152.9167,18.980000000000018,88,3,2.68,AU,2024-02-01
316,saint-pierre,-21.3393,55.4781,24.970000000000027,94,75,10.29,RE,2024-02-01
317,dudinka,69.4058,86.1778,-16.170000000000016,92,100,11.24,RU,2024-02-01
318,gazipasa,36.2694,32.3179,11.199999999999989,66,75,2.57,TR,2024-02-01
319,tannum sands,-23.9504,151.3693,23.089999999999975,78,23,2.06,AU,2024-02-01
320,rethymno,35.3647,24.4714,10.819999999999993,71,37,3.74,GR,2024-02-01
321,nizhniy kuranakh,58.8353,125.4869,-31.289999999999992,99,100,1.66,RU,2024-02-01
322,savannakhet,16.566,104.751,25.0,53,4,1.5,LA,2024-02-01
323,veydelevka,50.1521,38.4492,0.8299999999999841,94,100,5.51,RU,2024-02-01
324,pandan,14.0453,124.1694,24.579999999999984,83,100,4.06,PH,2024-02-01
325,cockburn town,21.4612,-71.1419,23.930000000000007,61,12,10.14,TC,2024-02-01
326,san lorenzo de esmeraldas,1.2883,-78.8369,28.839999999999975,77,92,3.52,EC,2024-02-01
327,biltine,14.5333,20.9167,22.329999999999984,17,9,7.55,TD,2024-02-01
328,sandnessjoen,66.0217,12.6316,0.4399999999999977,80,100,4.63,NO,2024-02-01
329,altamira,-3.2033,-52.2064,32.19999999999999,66,75,1.03,BR,2024-02-01
330,yigo village,13.5361,144.8886,25.769999999999982,80,20,8.75,GU,2024-02-01
331,adre,13.4667,22.2,19.74000000000001,20,0,6.75,TD,2024-02-01
332,hobyo,5.3505,48.5268,26.170000000000016,73,77,5.1,SO,2024-02-01
333,revelstoke,50.9832,-118.2023,2.160000000000025,100,100,1.03,CA,2024-02-01
334,cidreira,-30.1811,-50.2056,25.579999999999984,68,0,4.67,BR,2024-02-01
335,aripuana,-9.1667,-60.6333,24.04000000000002,95,100,0.35,BR,2024-02-01
336,kailua-kona,19.6406,-155.9956,26.54000000000002,64,75,2.57,US,2024-02-01
337,bogotol,56.2078,89.5342,-11.509999999999991,96,99,2.29,RU,2024-02-01
338,chonchi,-42.6128,-73.8092,24.79000000000002,49,100,2.74,CL,2024-02-01
339,itamaraca,-7.7478,-34.8256,29.180000000000007,68,35,4.57,BR,2024-02-01
340,st. john's,47.5649,-52.7093,-0.589999999999975,78,75,7.2,CA,2024-02-01
341,seven pagodas,12.6264,80.1722,28.180000000000007,82,93,3.61,IN,2024-02-01
342,alice springs,-23.7,133.8833,22.49000000000001,21,0,3.09,AU,2024-02-01
343,flying fish cove,-10.4217,105.6791,25.970000000000027,94,100,1.03,CX,2024-02-01
344,abepura,-2.6333,140.5833,23.600000000000023,100,20,0.51,ID,2024-02-01
345,ilhabela,-23.7781,-45.3581,26.720000000000027,79,93,2.71,BR,2024-02-01
346,altai,46.3722,96.2583,-18.409999999999997,58,11,0.05,MN,2024-02-01
347,fiambala,-27.6871,-67.6149,31.529999999999973,32,9,6.08,AR,2024-02-01
348,monkayo,7.8667,126.1,21.269999999999982,98,100,0.74,PH,2024-02-01
349,gubkinskiy,64.434,76.5026,-15.519999999999982,94,100,6.86,RU,2024-02-01
350,veinticinco de mayo,-35.4323,-60.1727,41.870000000000005,11,5,3.86,AR,2024-02-01
351,ishim,56.1128,69.4902,-19.27000000000001,100,93,1.79,RU,2024-02-01
352,haiku-pauwela,20.9219,-156.3051,23.50999999999999,86,100,0.45,US,2024-02-01
353,monrovia,6.3005,-10.7969,29.019999999999982,80,15,3.6,LR,2024-02-01
354,tshabong,-26.05,22.45,30.329999999999984,25,61,5.32,BW,2024-02-01
355,moengo,5.6167,-54.4,32.620000000000005,38,100,3.46,SR,2024-02-01
356,kasongo-lunda,-6.4667,16.8167,20.850000000000023,93,95,0.33,CD,2024-02-01
357,kigali,-1.95,30.0588,17.860000000000014,93,40,2.06,RW,2024-02-01
358,carloforte,39.145,8.3058,13.610000000000014,81,100,4.05,IT,2024-02-01
359,urcos,-13.6861,-71.6228,21.089999999999975,62,92,3.72,PE,2024-02-01
360,puerto rico,-26.796,-55.024,39.24000000000001,19,5,1.39,AR,2024-02-01
361,mezhdurechenskiy,59.6,65.9333,-16.019999999999982,98,70,2.24,RU,2024-02-01
362,jining,35.405,116.5814,-4.670000000000016,62,7,2.25,CN,2024-02-01
363,hami,42.8,93.45,-4.310000000000002,56,5,1.78,CN,2024-02-01
364,fort mcmurray,56.7268,-111.381,5.920000000000016,65,0,1.54,CA,2024-02-01
365,sarmiento,-45.5882,-69.07,27.24000000000001,25,100,10.69,AR,2024-02-01
366,la'ie,21.6477,-157.9253,24.129999999999995,92,97,2.22,US,2024-02-01
367,buenaventura,3.8801,-77.0312,29.860000000000014,77,96,1.91,CO,2024-02-01
368,ponta delgada,37.7333,-25.6667,18.589999999999975,82,40,4.63,PT,2024-02-01
369,ndende,-2.4008,11.3581,24.55000000000001,94,98,1.01,GA,2024-02-01
370,usogorsk,63.4106,48.6872,-4.480000000000018,95,100,6.08,RU,2024-02-01
371,mios,44.6049,-0.9333,11.509999999999991,100,100,1.54,FR,2024-02-01
372,amga,60.8953,131.9608,-39.96000000000001,100,76,1.23,RU,2024-02-01
373,iskateley,67.6803,53.1512,-2.6200000000000045,93,100,7.6,RU,2024-02-01
374,richards bay,-28.783,32.0377,23.129999999999995,84,5,2.92,ZA,2024-02-01
375,usol'ye-sibirskoye,52.7519,103.6453,-29.150000000000006,100,65,0.94,RU,2024-02-01
376,andrelandia,-21.7397,-44.3092,24.329999999999984,75,39,1.51,BR,2024-02-01
377,mingshui,36.7167,117.5,-5.839999999999975,49,12,1.52,CN,2024-02-01
378,yanam,16.7333,82.2167,21.029999999999973,91,76,1.63,IN,2024-02-01
379,swinoujscie,53.9105,14.2471,5.810000000000002,75,100,7.72,PL,2024-02-01
380,lorengau,-2.0226,147.2712,27.680000000000007,80,64,3.09,PG,2024-02-01
381,indiantown,27.0273,-80.4856,24.00999999999999,68,100,3.24,US,2024-02-01
382,nerekhta,57.4588,40.5747,1.089999999999975,92,100,4.73,RU,2024-02-01
383,jaguariaiva,-24.2511,-49.7058,19.04000000000002,95,100,3.39,BR,2024-02-01
384,christchurch,-43.5333,172.6333,16.529999999999973,71,98,0.45,NZ,2024-02-01
385,luderitz,-26.6481,15.1594,20.269999999999982,85,34,5.17,NA,2024-02-01
386,villa gesell,-37.2639,-56.973,25.94999999999999,66,88,6.33,AR,2024-02-01
387,huarmey,-10.0681,-78.1522,26.99000000000001,72,100,4.83,PE,2024-02-01
388,minas de marcona,-15.2119,-75.1103,23.930000000000007,59,28,7.17,PE,2024-02-01
389,menongue,-14.6585,17.691,18.839999999999975,89,94,1.45,AO,2024-02-01
390,hithadhoo,-0.6,73.0833,28.24000000000001,74,42,5.37,MV,2024-02-01
391,mount isa,-20.7333,139.5,26.019999999999982,83,100,3.6,AU,2024-02-01
392,sanchor,24.7553,71.7722,18.980000000000018,53,24,2.48,IN,2024-02-01
393,aykhal,66.0,111.5,-27.060000000000002,99,70,2.96,RU,2024-02-01
394,acapulco de juarez,16.8634,-99.8901,30.05000000000001,66,20,3.6,MX,2024-02-01
395,priargunsk,50.3691,119.1012,-38.650000000000006,100,80,0.95,RU,2024-02-01
396,arraial do cabo,-22.9661,-42.0278,29.129999999999995,74,75,4.12,BR,2024-02-01
397,balabac,7.9868,117.0645,26.74000000000001,76,97,4.55,PH,2024-02-01
398,pingdingshan,33.7385,113.3012,-2.230000000000018,58,99,3.54,CN,2024-02-01
399,hadibu,12.65,54.0333,25.129999999999995,74,38,1.69,YE,2024-02-01
400,turar ryskulov,42.5333,70.3333,-4.089999999999975,95,100,7.69,KZ,2024-02-01
401,north platte,41.1239,-100.7654,14.800000000000011,51,0,1.54,US,2024-02-01
402,tindouf,27.6711,-8.1474,20.399999999999977,15,0,6.69,DZ,2024-02-01
403,ashgabat,37.95,58.3833,4.069999999999993,75,5,5.14,TM,2024-02-01
404,santa cruz,-17.8,-63.1667,26.180000000000007,73,75,10.29,BO,2024-02-01
405,waingapu,-9.6567,120.2641,26.25999999999999,85,13,1.59,ID,2024-02-01
406,vadso,70.0744,29.7487,0.2400000000000091,93,40,6.17,NO,2024-02-01
407,mhamid,29.82,-5.72,15.230000000000018,23,26,3.91,MA,2024-02-01
408,nuku'alofa,-21.1333,-175.2,25.339999999999975,100,75,2.06,TO,2024-02-01
409,brookings,44.3114,-96.7984,7.399999999999977,77,0,6.17,US,2024-02-01
410,cumana,10.4635,-64.1775,27.920000000000016,74,100,2.4,VE,2024-02-01
411,arteche,12.2645,125.4048,24.50999999999999,87,66,3.29,PH,2024-02-01
412,daura,11.5538,11.4085,22.600000000000023,21,25,5.76,NG,2024-02-01
413,fort st. john,56.2499,-120.8529,2.089999999999975,75,75,2.06,CA,2024-02-01
414,thief river falls,48.1191,-96.1812,3.680000000000007,87,0,2.06,US,2024-02-01
415,kanniyakumari,8.0833,77.5667,26.610000000000014,81,89,1.87,IN,2024-02-01
416,saint-francois,46.4154,3.9054,8.839999999999975,100,100,1.03,FR,2024-02-01
417,uturoa,-16.7333,-151.4333,28.04000000000002,72,90,5.6,PF,2024-02-01
418,vila franca do campo,37.7167,-25.4333,18.420000000000016,99,28,4.03,PT,2024-02-01
419,cromwell,41.5951,-72.6454,6.810000000000002,76,100,3.09,US,2024-02-01
420,geraldton,-28.7667,114.6,26.379999999999995,34,0,4.12,AU,2024-02-01
421,ngorongoro,-3.2397,35.4875,12.360000000000014,88,100,1.24,TZ,2024-02-01
422,saldanha,-33.0117,17.9442,32.18000000000001,85,6,3.39,ZA,2024-02-01
423,mahanoro,-19.9,48.8,24.670000000000016,91,100,2.67,MG,2024-02-01
424,martuk,50.7475,56.5056,-10.620000000000005,94,100,3.08,KZ,2024-02-01
425,enterprise,36.0252,-115.2419,13.740000000000009,53,100,4.12,US,2024-02-01
426,el fuerte,26.4189,-108.6194,28.879999999999995,28,0,2.79,MX,2024-02-01
427,raja,8.4596,25.678,23.70999999999998,18,100,2.48,SS,2024-02-01
428,kruisfontein,-34.0033,24.7314,20.829999999999984,92,50,3.05,ZA,2024-02-01
429,port moresby,-9.4431,147.1797,25.20999999999998,88,100,3.07,PG,2024-02-01
430,aqsay,51.1678,52.995,-3.4499999999999886,96,100,6.45,KZ,2024-02-01
431,playa del ingles,27.7567,-15.5787,22.589999999999975,30,12,0.45,ES,2024-02-01
432,kirensk,57.7853,108.1119,-32.09,100,51,0.27,RU,2024-02-01
433,aasiaat,68.7098,-52.8699,-24.72,96,100,1.91,GL,2024-02-01
434,kirakira,-10.4544,161.9205,27.100000000000023,87,99,4.08,SB,2024-02-01
435,shingu,33.7333,135.9833,6.189999999999998,70,100,2.01,JP,2024-02-01
436,tarawa,1.419,172.984,28.19999999999999,94,40,3.09,KI,2024-02-01
437,itoman,26.1247,127.6694,22.160000000000025,83,75,3.6,JP,2024-02-01
438,port hueneme,34.1478,-119.1951,14.850000000000023,93,100,3.6,US,2024-02-01
439,noumea,-22.2763,166.4572,24.139999999999986,83,99,1.78,NC,2024-02-01
440,la libertad,-2.2333,-80.9,29.95999999999998,70,40,4.12,EC,2024-02-01
441,challapata,-18.9,-66.7667,15.04000000000002,52,75,3.2,BO,2024-02-01
442,mokshan,53.4365,44.6132,-2.2799999999999727,97,100,4.07,RU,2024-02-01
443,guerrero negro,27.9769,-114.0611,20.160000000000025,46,0,2.84,MX,2024-02-01
444,greymouth,-42.4667,171.2,14.560000000000002,96,100,6.6,NZ,2024-02-01
445,lokomotivnyy,53.0118,60.5684,-17.960000000000008,100,100,2.68,RU,2024-02-01
446,mina clavero,-31.721,-65.0062,34.72000000000003,21,8,3.02,AR,2024-02-01
447,caleta de carquin,-11.0925,-77.6267,26.29000000000002,74,90,4.38,PE,2024-02-01
448,bismarck,46.8083,-100.7837,7.160000000000025,82,0,4.02,US,2024-02-01
449,helston,50.1032,-5.2705,9.259999999999991,93,100,2.06,GB,2024-02-01
450,mana,5.6592,-53.7767,28.899999999999977,59,100,4.39,GF,2024-02-01
451,serafimovskiy,54.4241,53.7964,-15.110000000000014,97,39,2.63,RU,2024-02-01
452,tombodu,8.1333,-10.6167,29.930000000000007,44,63,0.94,SL,2024-02-01
453,rosso,16.4986,-15.8153,28.930000000000007,9,100,4.4,SN,2024-02-01
454,al hufuf,25.3646,49.5653,21.339999999999975,56,0,2.06,SA,2024-02-01
455,vicuna,-30.0319,-70.7081,33.360000000000014,32,0,4.27,CL,2024-02-01
456,nelson bay,-32.7167,152.15,22.930000000000007,95,8,1.34,AU,2024-02-01
457,la passe,45.5549,-0.8967,12.279999999999973,94,100,2.68,FR,2024-02-01
458,bodo,67.28,14.405,-0.4399999999999977,70,75,13.89,NO,2024-02-01
459,alpena,45.0617,-83.4327,4.649999999999977,93,100,4.12,US,2024-02-01
460,dabakala,8.3667,-4.4333,31.339999999999975,18,87,1.69,CI,2024-02-01
461,lata,40.1629,-8.3327,12.230000000000018,77,15,1.68,PT,2024-02-01
462,malmberget,67.1753,20.6549,-3.5400000000000205,63,75,11.32,SE,2024-02-01
463,ambon,-3.6954,128.1814,26.230000000000018,89,40,4.63,ID,2024-02-01
464,nikolayevsk-on-amure,53.1406,140.73,-20.319999999999993,85,100,3.65,RU,2024-02-01
465,kankanhalli,12.55,77.4167,22.80000000000001,49,81,0.42,IN,2024-02-01
466,remire-montjoly,4.9167,-52.2667,31.170000000000016,58,20,4.63,GF,2024-02-01
467,aracuai,-16.8497,-42.0703,31.75,58,59,1.26,BR,2024-02-01
468,bel ombre,-4.6167,55.4167,29.060000000000002,79,20,3.09,SC,2024-02-01
469,sayyan,15.1718,44.3244,14.95999999999998,74,54,2.32,YE,2024-02-01
470,villamontes,-21.25,-63.5,35.839999999999975,41,20,0.0,BO,2024-02-01
471,graaff-reinet,-32.2522,24.5308,30.660000000000025,38,79,1.53,ZA,2024-02-01
472,zhob,31.3411,69.4481,5.160000000000025,21,0,1.29,PK,2024-02-01
473,the pas,53.8251,-101.2541,-4.839999999999975,93,100,6.69,CA,2024-02-01
474,san ignacio,17.1561,-89.0714,23.230000000000018,73,75,0.0,BZ,2024-02-01
475,es castell,39.8795,4.2854,12.529999999999973,87,20,3.09,ES,2024-02-01
476,kabwe,-14.4469,28.4464,18.139999999999986,93,7,2.27,ZM,2024-02-01
477,las khorey,11.1595,48.1967,25.910000000000025,73,99,2.04,SO,2024-02-01
478,qulsary,46.9531,54.0198,-1.8899999999999864,87,100,6.84,KZ,2024-02-01
479,bayanaul,50.7889,75.6956,-10.160000000000025,87,100,3.18,KZ,2024-02-01
480,san juan de miraflores,-12.1629,-76.9635,27.439999999999998,75,99,3.83,PE,2024-02-01
481,simplicio mendes,-7.8539,-41.9103,36.76999999999998,26,69,3.43,BR,2024-02-01
482,sinjai,-5.1241,120.253,24.420000000000016,88,87,1.5,ID,2024-02-01
483,cascais,38.6979,-9.4215,17.95999999999998,74,0,2.24,PT,2024-02-01
484,ibotirama,-12.1853,-43.2206,32.45999999999998,52,88,0.72,BR,2024-02-01
485,kattivakkam,13.2167,80.3167,28.19999999999999,85,95,2.32,IN,2024-02-01
486,kununurra,-15.7667,128.7333,29.139999999999986,89,79,0.51,AU,2024-02-01
487,egilsstadir,65.2653,-14.3948,1.1000000000000227,64,0,3.6,IS,2024-02-01
488,tezu,27.9167,96.1667,14.970000000000027,36,100,1.65,IN,2024-02-01
489,kichmengskiy gorodok,59.9816,45.7854,-2.660000000000025,94,100,4.02,RU,2024-02-01
490,bure,10.7,37.0667,15.899999999999977,61,10,2.15,ET,2024-02-01
491,mokhsogollokh,61.4681,128.9203,-30.840000000000003,97,32,2.64,RU,2024-02-01
492,torzhok,57.0436,34.9622,-0.5,91,100,4.07,RU,2024-02-01
493,akrehamn,59.2667,5.1833,5.939999999999998,87,75,3.6,NO,2024-02-01
494,saudarkrokur,65.7461,-19.6394,2.660000000000025,98,100,5.52,IS,2024-02-01
495,nadym,65.5333,72.5167,-11.839999999999975,89,100,8.33,RU,2024-02-01
496,crane,31.3974,-102.3501,20.389999999999986,32,89,3.69,US,2024-02-01
497,cacapava do sul,-30.5122,-53.4914,32.5,25,0,1.7,BR,2024-02-01
498,grand baie,-20.0182,57.5802,27.410000000000025,88,72,1.79,MU,2024-02-01
499,kourou,5.1552,-52.6478,31.180000000000007,60,100,3.57,GF,2024-02-01
500,pacific grove,36.6177,-121.9166,14.829999999999984,89,75,4.02,US,2024-02-01
501,kibre mengist,5.8833,38.9833,17.410000000000025,44,76,0.61,ET,2024-02-01
502,jerome,42.7241,-114.5186,12.75,69,75,6.17,US,2024-02-01
503,tam ky,15.5667,108.4833,20.639999999999986,92,57,1.32,VN,2024-02-01
504,malyye derbety,47.9547,44.6808,1.240000000000009,80,100,6.79,RU,2024-02-01
505,snovsk,51.8239,31.9428,0.9200000000000159,98,100,6.36,UA,2024-02-01
506,new yekepa,7.5794,-8.5378,28.94999999999999,27,87,0.73,LR,2024-02-01
507,noyabrsk,63.1994,75.4507,-18.069999999999993,98,100,5.5,RU,2024-02-01
508,quellon,-43.1167,-73.6167,19.279999999999973,70,100,3.04,CL,2024-02-01
509,mugia,43.1041,-9.2179,15.100000000000023,90,13,7.76,ES,2024-02-01
510,princeville,45.7668,-61.2985,1.990000000000009,81,100,2.57,CA,2024-02-01
511,quimili,-27.6333,-62.4167,40.920000000000016,17,100,4.73,AR,2024-02-01
512,nishinoomote,30.7333,131.0,16.720000000000027,82,100,7.6,JP,2024-02-01
513,malvan,16.0667,73.4667,21.730000000000018,78,8,4.06,IN,2024-02-01
514,velikiy ustyug,60.7644,46.3106,-3.519999999999982,95,100,4.02,RU,2024-02-01
515,nadi,-17.8,177.4167,25.149999999999977,88,40,2.57,FJ,2024-02-01
516,utrik,11.2278,169.8474,26.120000000000005,86,82,11.17,MH,2024-02-01
517,karanpur,29.8419,73.4542,11.480000000000018,45,0,3.89,IN,2024-02-01
518,el granada,37.5027,-122.4694,14.639999999999986,88,75,3.6,US,2024-02-01
519,enshi,30.3,109.4833,5.889999999999986,95,100,1.5,CN,2024-02-01
520,san-pedro,4.7485,-6.6363,27.819999999999993,80,34,3.7,CI,2024-02-01
521,neftcala,39.3742,49.2472,6.420000000000016,75,99,2.32,AZ,2024-02-01
522,las palmas,28.4204,-14.0131,19.589999999999975,52,0,4.63,ES,2024-02-01
523,arraias,-12.9288,-46.9437,25.95999999999998,74,100,1.07,BR,2024-02-01
524,gaspe,48.8334,-64.4819,-5.899999999999977,93,100,4.12,CA,2024-02-01
525,zouerate,22.7187,-12.4521,21.430000000000007,13,32,4.25,MR,2024-02-01
526,buulobarde,3.8538,45.5674,26.329999999999984,73,100,7.26,SO,2024-02-01
527,pickerington,39.8842,-82.7535,11.110000000000014,67,0,5.66,US,2024-02-01
528,nikol'sk,53.7189,46.0712,-2.490000000000009,97,100,2.99,RU,2024-02-01
529,saint-joseph,-21.3667,55.6167,24.360000000000014,88,73,7.89,RE,2024-02-01
530,portland,45.5234,-122.6762,13.79000000000002,85,75,4.12,US,2024-02-01
531,luganville,-15.5333,167.1667,26.589999999999975,86,12,0.56,VU,2024-02-01
532,tadine,-21.55,167.8833,25.79000000000002,85,89,3.59,NC,2024-02-01
533,sechenovo,55.2244,45.8906,-2.769999999999982,97,100,2.84,RU,2024-02-01
534,afgooye,2.1381,45.1212,26.189999999999998,83,93,5.55,SO,2024-02-01
535,ayr,55.4627,-4.6339,7.649999999999977,81,75,4.12,GB,2024-02-01
536,ivdel',60.6911,60.4206,-15.860000000000014,100,88,0.89,RU,2024-02-01
537,poyarkovo,49.6,128.6833,-29.30000000000001,100,62,2.32,RU,2024-02-01
538,leava,-14.3,-178.1667,27.25,87,100,5.8,WF,2024-02-01
539,george town,5.4112,100.3354,28.110000000000014,82,20,2.57,MY,2024-02-01
540,san sebastian de la gomera,28.0916,-17.1133,21.350000000000023,60,0,3.6,ES,2024-02-01
541,kuqa,41.7278,82.9364,-1.0400000000000205,66,100,1.24,CN,2024-02-01
542,nouadhibou,20.931,-17.0347,29.139999999999986,16,0,1.54,MR,2024-02-01
543,ladozhskaya,45.3081,39.935,1.8100000000000023,79,100,3.76,RU,2024-02-01
544,siracusa,37.0881,15.2792,10.920000000000016,64,0,0.78,IT,2024-02-01
545,gadzhiyevo,69.2551,33.3362,-0.7900000000000205,89,100,9.35,RU,2024-02-01
546,togur,58.3631,82.8265,-11.990000000000009,97,94,1.79,RU,2024-02-01
547,sao gabriel da cachoeira,-0.1303,-67.0892,31.04000000000002,74,75,2.06,BR,2024-02-01
548,warrnambool,-38.3833,142.4833,13.949999999999989,76,0,4.62,AU,2024-02-01
549,suva,-18.1416,178.4415,23.860000000000014,100,75,1.54,FJ,2024-02-01
550,egersund,58.4513,5.9997,5.199999999999989,96,99,4.01,NO,2024-02-01
551,chebba,35.2372,11.115,13.990000000000009,68,28,2.08,TN,2024-02-01
552,port shepstone,-30.7414,30.455,24.19999999999999,86,100,6.78,ZA,2024-02-01
553,panorama,40.5878,23.0315,6.759999999999991,42,37,0.45,GR,2024-02-01
554,kosh-agach,50.0,88.6667,-22.460000000000008,87,100,2.24,RU,2024-02-01
555,saint-philippe,-21.3585,55.7679,24.920000000000016,89,92,7.76,RE,2024-02-01
556,kuusamo,65.9667,29.1833,-1.829999999999984,80,75,7.72,FI,2024-02-01
557,ulladulla,-35.35,150.4667,18.350000000000023,86,98,0.44,AU,2024-02-01
558,umm kaddadah,13.6017,26.6876,16.850000000000023,20,0,6.58,SD,2024-02-01
559,freetown,8.484,-13.2299,26.99000000000001,83,87,4.12,SL,2024-02-01
560,undurkhaan,47.3194,110.6556,-24.650000000000006,98,7,1.01,MN,2024-02-01
561,nova sintra,14.8667,-24.7167,21.75,68,98,3.81,CV,2024-02-01
562,hefei,31.8639,117.2808,-1.839999999999975,93,100,5.0,CN,2024-02-01
563,yuzhno-kurilsk,44.0306,145.8556,-7.970000000000027,64,100,11.4,RU,2024-02-01
564,banda aceh,5.5577,95.3222,26.069999999999993,86,100,3.29,ID,2024-02-01
565,darhan,49.4867,105.9228,-29.439999999999998,98,19,1.79,MN,2024-02-01
566,san pedro de macoris,18.4616,-69.2972,29.220000000000027,69,51,2.56,DO,2024-02-01
567,jutai,-5.1833,-68.9,25.879999999999995,86,100,1.18,BR,2024-02-01
568,rajula,21.05,71.4333,21.25,73,33,2.83,IN,2024-02-01
569,akcaabat,41.0212,39.5715,8.079999999999984,66,75,2.06,TR,2024-02-01
570,lyantor,61.6195,72.1555,-19.069999999999993,100,81,4.29,RU,2024-02-01
571,genoa,44.4129,8.9573,11.600000000000023,85,20,1.03,IT,2024-02-01
572,stephenville,32.2207,-98.2023,21.399999999999977,52,0,5.66,US,2024-02-01
573,fonte boa,-2.4959,-66.2662,27.649999999999977,93,99,1.25,BR,2024-02-01
574,nyurba,63.2842,118.3319,-25.460000000000008,98,100,1.57,RU,2024-02-01
575,bodaybo,57.8506,114.1933,-25.960000000000008,97,100,0.44,RU,2024-02-01
576,fort bragg,35.139,-79.006,14.490000000000009,54,0,4.12,US,2024-02-01
577,port saint john's,-31.6229,29.5448,24.639999999999986,82,100,7.31,ZA,2024-02-01
578,jikamshi,12.1733,7.7742,22.060000000000002,17,63,4.6,NG,2024-02-01
579,wuyang,31.9925,116.2472,-1.7099999999999795,94,100,3.87,CN,2024-02-01
580,hillsborough,37.5741,-122.3794,14.199999999999989,89,40,3.6,US,2024-02-01
581,puerto deseado,-47.7503,-65.8938,26.49000000000001,30,16,3.73,AR,2024-02-01
582,abu jibeha,11.4562,31.2285,22.0,14,5,5.33,SD,2024-02-01
583,ixtapa,20.7,-105.2,26.720000000000027,61,0,4.12,MX,2024-02-01
584,hohoe,7.1518,0.4736,30.519999999999982,31,81,1.18,GH,2024-02-01
585,kupang,-10.1667,123.5833,26.470000000000027,100,100,0.51,ID,2024-02-01
586,tavira,37.1273,-7.6486,16.079999999999984,79,1,1.17,PT,2024-02-01
587,emerald,-23.5333,148.1667,22.560000000000002,89,29,2.4,AU,2024-02-01
588,sisimiut,66.9395,-53.6735,-22.19999999999999,99,100,3.15,GL,2024-02-01
589,bardai,11.65,7.2333,22.069999999999993,18,10,4.32,NG,2024-02-01
590,majene,-3.5403,118.9707,26.189999999999998,85,100,2.82,ID,2024-02-01
591,usinsk,65.9939,57.5281,-8.139999999999986,95,61,7.6,RU,2024-02-01
592,sanibel,26.449,-82.0223,22.399999999999977,52,100,0.45,US,2024-02-01
593,fisterra,42.9049,-9.2629,15.009999999999991,85,18,6.73,ES,2024-02-01
594,kone,-21.0595,164.8658,25.05000000000001,93,100,1.85,NC,2024-02-01
595,ambovombe,-25.1667,46.0833,23.680000000000007,78,100,8.32,MG,2024-02-01
596,argo,37.6333,22.7333,5.589999999999975,49,0,1.04,GR,2024-02-01
597,salaya,22.3167,69.6,21.54000000000002,86,4,2.8,IN,2024-02-01
598,midvagur,62.0511,-7.1939,5.610000000000014,100,100,6.69,FO,2024-02-01
599,sao joao de pirabas,-0.7747,-47.1772,26.930000000000007,91,100,3.36,BR,2024-02-01
600,cide,41.8921,33.0044,4.8799999999999955,81,19,1.13,TR,2024-02-01
601,belyy yar,53.6039,91.3903,-21.909999999999997,84,100,0.0,RU,2024-02-01
602,mecca,21.4267,39.8261,17.30000000000001,50,11,5.26,SA,2024-02-01
603,assab,13.0092,42.7394,25.850000000000023,82,10,7.06,ER,2024-02-01
604,juneau,58.3019,-134.4197,-2.3999999999999773,100,100,2.05,US,2024-02-01
605,polyarnyye zori,67.3661,32.4981,0.6999999999999886,91,100,6.2,RU,2024-02-01
606,basoko,1.2391,23.616,28.70999999999998,53,100,0.68,CD,2024-02-01
607,mili,6.0815,171.735,27.769999999999982,80,100,6.8,MH,2024-02-01
608,al ghayzah,16.2079,52.176,24.649999999999977,78,49,4.42,YE,2024-02-01
609,san isidro de curuguaty,-24.5167,-55.7,39.77999999999997,18,44,1.52,PY,2024-02-01
610,xining,36.6167,101.7667,-5.25,96,100,1.01,CN,2024-02-01
611,labrador city,52.9463,-66.9114,-18.900000000000006,60,75,0.0,CA,2024-02-01
612,santa luzia,-19.7697,-43.8514,30.339999999999975,58,40,2.06,BR,2024-02-01
613,shizunai-furukawacho,42.3339,142.3669,-4.899999999999977,78,98,7.44,JP,2024-02-01
614,illizi,26.4833,8.4667,15.04000000000002,26,0,5.6,DZ,2024-02-01
615,maudsland,-27.95,153.2667,21.660000000000025,90,17,1.26,AU,2024-02-01
616,al qadarif,14.0349,35.3834,22.600000000000023,12,5,5.4,SD,2024-02-01
617,yaren,-0.5472,166.916,28.810000000000002,73,100,4.39,NR,2024-02-01
618,am timan,11.0297,20.2827,27.689999999999998,17,100,2.77,TD,2024-02-01
619,shalqar,47.8333,59.6,-12.529999999999973,96,61,3.68,KZ,2024-02-01
620,nejo,9.5,35.5,17.50999999999999,45,100,1.36,ET,2024-02-01
621,kilifi,-3.6305,39.8499,26.49000000000001,81,100,3.14,KE,2024-02-01
622,noyemberyan,41.1724,44.9992,-2.079999999999984,70,6,2.71,AM,2024-02-01
623,kapoeta,4.7717,33.5903,28.410000000000025,50,100,2.43,SS,2024-02-01
